Column1;Rank;Mark;Competitor;DOB;Nat;Pos;Unnamed: 6;Venue;Date;Results Score
51;952;28:02.08;Aadam Ismaeel KHAMIS;12/02/1989;BRN;3;;Doha (QAT);09/12/2006;1129
52;953;28:02.1;Antonio PENA;26/08/1970;ESP;7;;Barakaldo (ESP);08/07/2000;1129
53;954;28:02.2;Rafael MARQUES;12/07/1957;POR;3;;Lisboa (POR);30/05/1981;1128
54;955;28:02.32;Stéphane SCHWEICKHARDT;14/09/1960;SUI;13;;Lisboa (POR);04/04/1998;1128
55;956;28:02.34;Mike DONNELLY;02/01/1975;USA;9;;Palo Alto, CA (USA);02/05/2003;1128
56;957;28:02.37;Ralf SALZMANN;06/02/1955;FRG;4;;Villeneuve d'Ascq (FRA);27/06/1988;1128
57;958;28:02.4;José REGALO;22/11/1963;POR;1;;Lisboa (POR);23/04/1988;1128
58;959;28:02.41;Dan HENDERSON;26/06/1958;USA;4;;Eugene, OR (USA);21/07/1984;1128
59;960;28:02.44;Dan NELSON;15/05/1964;USA;3;;Eugene, OR (USA);18/06/1993;1128
60;961;28:02.46;Pedro ARCO;07/07/1964;ESP;9;;Leiria (POR);07/04/1996;1128
61;961;28:02.46;Yufu IKUTO;07/07/1991;JPN;5f1;;Fukagawa (JPN);25/06/2011;1128
62;963;28:02.50;Julio Cesar PÉREZ MORALES;22/05/1982;MEX;11;;Berkeley, CA (USA);24/04/2009;1128
63;964;28:02.51;Seth SUMMERSIDE;14/02/1984;USA;16;;Palo Alto, CA (USA);29/04/2007;1128
64;965;28:02.54;Tadashi FUKUSHIMA;05/10/1964;JPN;2;;Kumamoto (JPN);04/04/1993;1128
65;966;28:02.55;Jan FITSCHEN;02/05/1977;GER;10f1;;Palo Alto, CA (USA);04/05/2008;1128
66;967;28:02.73;Robert DE CASTELLA;27/02/1957;AUS;2;;Melbourne (AUS);15/12/1983;1128
67;967;28:02.73;Mario MACIAS;20/12/1980;USA;5;;Palo Alto, CA (USA);30/04/2006;1128
68;969;28:02.8;José Manuel SENA;13/07/1955;POR;4;;Lisboa (POR);30/05/1981;1128
69;970;28:02.80;Ahmed Ibrahim WARSAMA;04/02/1966;QAT;1;;Doha (QAT);16/04/2003;1128
70;971;28:02.83;David Kipruto KEMEI;03/04/1972;KEN;1;;Parma (ITA);17/06/1996;1127
71;972;28:02.89;Surendra Singh KUMAR;01/10/1978;IND;;;Vigo (ESP);12/07/2008;1127
72;972;28:02.89;Zouhair TALBI;08/04/1995;MAR;1f1;;Portland, OR (USA);08/06/2019;1127
73;974;28:02.92;Hans-Jürgen ORTHMANN;05/02/1954;FRG;2;;Aachen (GER);29/05/1985;1127
74;975;28:02.93;Katsumi IKEDA;21/04/1967;JPN;1;;Kobe (JPN);29/04/1991;1127
75;976;28:03.0;Tom ANSBERRY;22/08/1963;USA;5;;Montréal (CAN);10/07/1995;1127
76;977;28:03.00;Toshiaki TEZUKA;07/12/1976;JPN;1;;Tottori (JPN);11/06/2000;1127
77;978;28:03.11;Chris GRAFF;05/10/1975;USA;6;;Palo Alto, CA (USA);01/05/2005;1127
78;979;28:03.14;Greg FREDERICKS;01/05/1950;USA;2;;Eugene, OR (USA);24/06/1980;1127
79;980;28:03.21;Mulue ANDOM;12/10/1991;ERI;5;;Wageningen (NED);30/05/2012;1127
80;980;28:03.21;Wilson Kiprono TOO;14/03/1991;KEN;15;;Hayward Field, Eugene, OR (USA);30/05/2014;1127
81;982;28:03.27;Hiromitsu KAKUAGE;14/09/1990;JPN;6f1;;Fukagawa (JPN);25/06/2011;1127
82;982;28:03.27;Brendan GREGG;15/05/1989;USA;17f1;;Palo Alto, CA (USA);02/05/2015;1127
83;984;28:03.31;Robert DENMARK;23/11/1968;GBR;3;;Watford (GBR);22/07/2000;1127
84;985;28:03.33;Julian PAYNTER;15/07/1970;AUS;6;;Melbourne (AUS);14/12/1995;1127
85;985;28:03.33;Yusuke OGURA;16/04/1993;JPN;16f2;;Nagai Stadium, Osaka (JPN);04/12/2020;1127
86;987;28:03.34;Lawi LALANG;15/06/1991;USA;6;;Palo Alto, CA (USA);02/05/2019;1127
87;988;28:03.37;Tomoki ICHIMURA;07/05/1999;JPN;6;;NITTAIDAI Athletic Stadium, Yokohama (JPN);10/04/2021;1127
88;989;28:03.40;John KOSGEI;15/07/1973;KEN;5;;Villeneuve d'Ascq (FRA);29/06/1997;1127
89;990;28:03.43;Yuko MATSUMIYA;21/02/1980;JPN;4f1;;Hachioji (JPN);28/11/2000;1127
90;990;28:03.43;Benjamin NGANDU;21/03/1990;KEN;7f1;;Fukagawa (JPN);25/06/2011;1127
91;992;28:03.44;Ryan SHAY;04/05/1979;USA;17;;Palo Alto, CA (USA);29/04/2007;1127
92;993;28:03.45;Gebretsadik ABRAHA;16/07/1992;ETH;2;;Croix-Bleue Medavie Stadium, Moncton (CAN);20/07/2010;1127
93;993;28:03.45;Mathanga MBULELI;24/09/1993;RSA;2;;Kings Park Athletics Stadium, Durban (RSA);26/03/2021;1127
94;995;28:03.46;Yuma HIGASHI;29/11/1995;JPN;5f6;;Machida (JPN);24/11/2018;1126
95;996;28:03.67;Eliud LANGAT;01/01/1977;KEN;8;;Stockholm (SWE);30/07/1999;1126
96;997;28:03.69;Fernando COUTO;04/12/1959;POR;4;;Maia (POR);25/04/1992;1126
97;998;28:03.74;Meck MOTHULI;12/04/1976;RSA;1;;Port Elizabeth (RSA);14/02/1997;1126
98;999;28:03.78;Juan Carlos PAUL;06/05/1964;ESP;2;;Olympiastadion, Berlin (GER);17/08/1990;1126
99;1000;28:03.8;Gaston ROELANTS;05/02/1937;BEL;1;;Bruxelles (BEL);05/08/1972;1126
0;1001;28:03.81;Muryo TAKASE;31/01/1989;JPN;6f1;;Abashiri (JPN);06/07/2014;1126
1;1001;28:03.81;Taisei NAKAMURA;28/03/1998;JPN;17f8;;Kamiyugi Park Athletic Stadium, Hachioji (JPN);21/11/2020;1126
2;1003;28:03.83;Kenji NOGUCHI;23/02/1975;JPN;18;;Palo Alto, CA (USA);29/04/2007;1126
3;1004;28:03.88;Eric SEBAHIRE;06/01/1985;RWA;9;;Hampden Park, Glasgow (GBR);01/08/2014;1126
4;1005;28:03.9;Abraham TADESSE;31/12/1954;ETH;5;;Moskva (URS);12/06/1980;1126
5;1006;28:03.94;Kazuya NISHIYAMA;05/11/1998;JPN;2;;Nishishina Athletic Stadium, Nobeoka (JPN);17/10/2020;1126
6;1006;28:03.94;Samuel BARATA;19/07/1993;POR;1f1;;Coimbra (POR);10/04/2021;1126
7;1008;28:04.04;Andy BRISTOW;02/09/1961;GBR;3;;Olympiastadion, Berlin (GER);17/08/1990;1126
8;1009;28:04.05;Carey NELSON;04/06/1963;CAN;2;;Victoria (CAN);04/06/1991;1126
9;1009;28:04.05;Florian CARVALHO;09/03/1989;FRA;1f1;;Stade Complexe Sportif Jean-Paul Chasseboeuf, Pacé (FRA);29/08/2020;1126
10;1011;28:04.07;Afewerki BERHANE;06/05/1996;ERI;2;;San Sebastián (ESP);24/07/2015;1126
11;1012;28:04.1;William MUSYOKI;25/11/1966;KEN;4;;Walnut, CA (USA);20/04/1991;1126
12;1013;28:04.20;Ian ROBINSON;21/04/1969;GBR;2;;Walnut, CA (USA);20/04/1996;1125
13;1013;28:04.20;Jonah KOECH;02/02/1968;KEN;2;;Parma (ITA);17/06/1996;1125
14;1013;28:04.20;John Morimbori GWAKO;04/09/1978;KEN;6;;Villeneuve d'Ascq (FRA);29/06/1997;1125
15;1016;28:04.25;Masato KIKUCHI;18/09/1990;JPN;14f1;;Tokyo (JPN);29/11/2014;1125
16;1017;28:04.29;Zerei KBROM;12/01/1986;NOR;1f3;;Fana Stadion, Bergen (NOR);20/09/2020;1125
17;1018;28:04.32;Zach PANNING;;USA;12f2;;JSerra Catholic HS, San Juan Capistrano, CA (USA);05/12/2020;1125
18;1019;28:04.33;Margarito ZAMORA;16/10/1972;MEX;1;;Abbotsford (CAN);18/07/1997;1125
19;1020;28:04.4;Ivan UVIZL;16/08/1958;TCH;1;;Praha (TCH);06/08/1986;1125
20;1021;28:04.40;Kenta MUROTSUKA;12/02/1986;JPN;3;;Yokohama (JPN);02/12/2007;1125
21;1022;28:04.42;Bill RODGERS;23/12/1947;USA;4;;Eugene, OR (USA);22/06/1976;1125
22;1022;28:04.42;Simon KARORI;25/08/1959;KEN;16;;Oslo (NOR);06/07/1991;1125
23;1024;28:04.44;Tyler DAY;18/12/1996;USA;5;;Palo Alto, CA (USA);03/05/2018;1125
24;1025;28:04.47;Jacob KORIR;15/08/1980;KEN;2f1;;Palo Alto, CA (USA);04/04/2008;1125
25;1026;28:04.48;Mark STEINLE;22/11/1974;GBR;4;;Watford (GBR);22/07/2000;1125
26;1027;28:04.5;Luigi ZARCONE;18/06/1950;ITA;1;;Roma (ITA);27/06/1978;1125
27;1027;28:04.5;Augustin TOGAM;06/12/1983;KEN;2;;Eldoret (KEN);03/06/2005;1125
28;1029;28:04.55;Alyan Sultan AL QAHTANI;23/08/1971;KSA;1;;Maia (POR);19/07/1995;1125
29;1030;28:04.57;Tsegaye TADESE;;ETH;1;;Tel Aviv (ISR);18/01/2015;1125
30;1031;28:04.58;Ali Abdallah AFRINGI;02/11/1982;ERI;;;Vigo (ESP);12/07/2008;1125
31;1032;28:04.60;Gianni DEMADONNA;14/06/1954;ITA;4;;Stockholm (SWE);02/07/1984;1125
32;1033;28:04.61;Thierry WATRICE;23/01/1957;FRA;4;;Firenze (ITA);13/06/1984;1125
33;1034;28:04.64;David FITZSIMMONS;23/04/1950;AUS;9;;London (GBR);09/09/1977;1125
34;1035;28:04.74;Ali AL DAWOODI;29/06/1984;QAT;1;;Naimette-Xhovémont (BEL);28/06/2007;1125
35;1036;28:04.76;Mohamed BAKET;27/08/1968;PLE;1;;Troisdorf (GER);24/08/1996;1124
36;1037;28:04.80;Dan MIDDLEMAN;19/10/1969;USA;3;;Walnut, CA (USA);20/04/1996;1124
37;1038;28:04.90;Mykola LABOVSKIY;04/05/1983;UKR;1;;Yalta (UKR);27/05/2012;1124
38;1039;28:04.95;Alfred CHELANGA;02/04/1994;KEN;2f1;;Palo Alto, CA (USA);31/03/2017;1124
39;1040;28:04.98;Gabriel Gerald GEAY;10/09/1996;TAN;1;;Portland, OR (USA);11/06/2016;1124
40;1041;28:05.07;Herb LINDSAY;12/11/1954;USA;6;;Eugene, OR (USA);07/04/1984;1124
41;1042;28:05.09;Eduardo HENRIQUES;24/03/1968;POR;2;;Athina (GRE);12/04/2003;1124
42;1043;28:05.15;Glenn HEROLD;23/11/1950;USA;4;;Stockholm (SWE);30/06/1975;1124
43;1044;28:05.23;Haron LAGAT;15/08/1983;KEN;12;;Berkeley, CA (USA);24/04/2009;1124
44;1045;28:05.30;Daniel Muchunu MWANGI;01/01/1984;KEN;4;;Kumagaya (JPN);20/05/2007;1124
45;1046;28:05.32;Gen HACHISUKA;29/11/1994;JPN;6f6;;Machida (JPN);24/11/2018;1124
46;1047;28:05.34;Dominic Chemut KIPTARUS;19/08/1996;KEN;1;;Bislett Stadion, Oslo (NOR);07/06/2018;1124
47;1048;28:05.35;Salvatore NICOSIA;08/03/1963;ITA;5;;Stockholm (SWE);02/07/1984;1124
48;1049;28:05.37;Yuhei URANO;01/11/1997;JPN;18f2;;Nagai Stadium, Osaka (JPN);04/12/2020;1124
49;1050;28:05.38;Tomoaki KUNICHIKA;22/04/1973;JPN;7;;Okayama (JPN);27/09/2003;1124
50;1051;28:05.40;Onbeche MOKAMBA;06/04/1981;KEN;2;;Shizuoka (JPN);03/05/2006;1124
51;1052;28:05.42;Pete JULIAN;11/05/1971;USA;4;;Palo Alto, CA (USA);08/05/1999;1123
52;1053;28:05.46;Isaac Korir MADARENG;26/08/1990;KEN;13;;Nairobi (KEN);26/06/2010;1123
53;1054;28:05.54;Tadesse TESFAHUN;01/01/1999;ETH;10;;Blankers-Koen Stadion, Hengelo (NED);11/06/2017;1123
54;1055;28:05.59;Martin VRÁBEĽ;21/09/1955;TCH;6;;Stadio Olimpico, Roma (ITA);29/08/1987;1123
55;1056;28:05.6;Barnabas KOSGEI;01/01/1971;KEN;1;;Nairobi (KEN);18/06/2005;1123
56;1057;28:05.61;Mauricio DÍAZ;07/08/1968;CHI;13h2;;Olympic Stadium, Sydney (AUS);22/09/2000;1123
57;1058;28:05.64;Dan SHAUGHNESSY;08/09/1944;CAN;5;;Stockholm (SWE);30/06/1975;1123
58;1059;28:05.7;Abdelhadi HABASSA;13/01/1976;MAR;1;;Rabat (MAR);27/06/2001;1123
59;1060;28:05.72;Lasse ORIMUS;02/01/1950;FIN;7;;Helsinki (FIN);30/06/1977;1123
60;1061;28:05.75;Dan DILLON;25/06/1957;USA;4;;Eugene, OR (USA);10/04/1982;1123
61;1062;28:05.76;Tsuyoshi OGATA;11/05/1973;JPN;14;;Kobe (JPN);24/04/2004;1123
62;1063;28:05.79;Shogo NAKAMURA;16/09/1992;JPN;4;;Nobeoka (JPN);11/05/2013;1123
63;1064;28:05.84;Naoki OKAMOTO;26/05/1984;JPN;9;;Kobe (JPN);24/04/2011;1123
64;1065;28:05.86;Manuel PANCORBO;07/07/1966;ESP;5;;Lisboa (POR);01/04/2000;1123
65;1066;28:05.89;Evans Kipkorir TAIGET;01/01/1985;KEN;14;;Nairobi (KEN);26/06/2010;1123
66;1067;28:05.99;Solomon BUSHENDICH;10/01/1984;KEN;5;;Pontevedra (ESP);20/07/2003;1123
67;1068;28:06.00;Ibrahim JUMA-KIVINA;25/02/1958;TAN;2;;Eugene, OR (USA);01/06/1984;1123
68;1069;28:06.10;Tsubasa HAYAKAWA;02/07/1990;JPN;20f7;;Hachioji (JPN);28/11/2015;1122
69;1070;28:06.13;Barry SMITH;16/04/1953;GBR;1;;London (GBR);07/08/1981;1122
70;1071;28:06.15;Alberto CHAICA;17/09/1973;POR;6;;Lisboa (POR);01/04/2000;1122
71;1072;28:06.16;David BURRIDGE;20/01/1962;NZL;2;;Melbourne (AUS);05/02/1987;1122
72;1073;28:06.22;Paul GEIS;23/02/1953;USA;1;;Eugene, OR (USA);06/06/1980;1122
73;1073;28:06.22;Takashi OTA;27/04/1976;JPN;16;;Kobe (JPN);24/04/2004;1122
74;1075;28:06.25;Rod DEHAVEN;21/09/1966;USA;2;;Port Coquitlam (CAN);27/05/1995;1122
75;1076;28:06.26;Nicodemus NAIMADU;24/04/1984;KEN;1;;Palo Alto, CA (USA);30/03/2007;1122
76;1077;28:06.33;Namakoe NKHASI;10/01/1993;LES;3;;Durban (RSA);22/06/2016;1122
77;1078;28:06.39;Mustapha BAMOUH;21/12/1972;MAR;8;;Bratislava (SVK);29/05/1996;1122
78;1079;28:06.4;Kipchoge KEINO;17/01/1940;KEN;2;;Leningrad (URS);21/07/1968;1122
79;1080;28:06.40;Thomas LOTIK;07/07/1970;KEN;1;;Troisdorf (GER);29/08/1998;1122
80;1080;28:06.40;Kemoy CAMPBELL;14/01/1991;JAM;3f1;;Palo Alto, CA (USA);31/03/2017;1122
81;1082;28:06.43;Richard KIPLAGAT;05/01/1981;KEN;20;;Palo Alto, CA (USA);29/04/2007;1122
82;1083;28:06.44;Gabriel KIPRONO;05/06/1976;KEN;2;;Troisdorf (GER);29/08/1998;1122
83;1084;28:06.5;Joseph KIPTUM;01/01/1956;KEN;3;;Aachen (GER);30/05/1984;1122
84;1085;28:06.56;Shoma FUNATSU;25/09/1997;JPN;2f9;;NITTAIDAI Athletic Stadium, Yokohama (JPN);05/12/2020;1122
85;1086;28:06.58;Seppo LIUTTU;29/12/1956;FIN;6;;Stockholm (SWE);02/07/1984;1122
86;1086;28:06.58;Weldon JOHNSON;24/07/1973;USA;4;;Palo Alto, CA (USA);19/06/2003;1122
87;1088;28:06.6;Dick TAYLOR;03/01/1945;GBR;1;;London (GBR);22/06/1969;1122
88;1089;28:06.62;Barnabas Kiplagat KOSGEI;20/08/1986;KEN;15;;Hengelo (NED);29/05/2005;1122
89;1090;28:06.63;Joseph NZAU;14/04/1950;KEN;2;;Austin, TX (USA);05/04/1984;1122
90;1091;28:06.64;German FERNANDEZ;02/11/1990;USA;5f1;;Palo Alto, CA (USA);01/04/2016;1122
91;1092;28:06.70;Luís JESUS;19/11/1968;POR;6;;Getxo (ESP);02/05/1993;1122
92;1092;28:06.70;Paolo DONATI;22/01/1962;ITA;7;;Helsinki (FIN);29/06/1994;1122
93;1094;28:06.80;Vladimir MERKUSHIN;16/02/1947;URS;4;;Vilnius (LTU);18/07/1978;1121
94;1095;28:06.8;Geoffrey KORIR;01/12/1996;KEN;2;;Nairobi (KEN);04/06/2015;1121
95;1096;28:06.88;Benjamin FLANAGAN;11/01/1995;CAN;3;;Los Angeles, CA (USA);29/08/2020;1121
96;1097;28:06.89;Toshihiro IWASA;18/05/1976;JPN;1;;Montréal (CAN);07/07/2000;1121
97;1098;28:06.91;Shinichiro NAKAMURA;14/04/1993;JPN;3f9;;NITTAIDAI Athletic Stadium, Yokohama (JPN);05/12/2020;1121
98;1099;28:06.99;Juma MNYAMPANDA;11/10/1967;TAN;2;;Kobe (JPN);29/04/1987;1121
99;1100;28:07.00;Vladimir SHESTEROV;16/01/1954;URS;2;;Moskva (URS);04/07/1980;1121
0;1101;28:07.0;Peter NDEGWA;01/01/1974;KEN;2;;Nairobi (KEN);18/06/2005;1121
1;1102;28:07.01;Don CLARY;29/07/1957;USA;7;;Eugene, OR (USA);07/04/1984;1121
2;1102;28:07.01;Fabien PALCAU;22/06/1997;FRA;2f1;;Stade Complexe Sportif Jean-Paul Chasseboeuf, Pacé (FRA);29/08/2020;1121
3;1104;28:07.04;Suehiro ISHIKAWA;27/09/1979;JPN;14;;Berkeley, CA (USA);24/04/2009;1121
4;1105;28:07.09;Hiroyuki IKEGAYA;29/04/1975;JPN;7;;Sendai (JPN);07/10/2000;1121
5;1106;28:07.10;Monder RIZKI;16/08/1979;BEL;2;;Neerpelt (BEL);05/06/2006;1121
6;1107;28:07.12;Brian SHERIFF;11/11/1961;ZIM;2;;Eugene, OR (USA);06/06/1987;1121
7;1108;28:07.14;Antonio ABADÍA;02/07/1990;ESP;1f1;;Maia (POR);09/04/2016;1121
8;1109;28:07.16;Benson LOKORWA;05/05/1971;KEN;1;;Osnabrück (GER);24/05/1997;1121
9;1110;28:07.17;Spiridon ANDRIOPOULOS;01/08/1962;GRE;7;;Stadio Olimpico, Roma (ITA);29/08/1987;1121
10;1111;28:07.19;Eric GILLIS;08/03/1980;CAN;12f1;;Palo Alto, CA (USA);04/05/2008;1121
11;1112;28:07.20;Tomoaki BUNGO;28/01/1986;JPN;7;;Kawasaki (JPN);26/06/2008;1121
12;1113;28:07.24;Mohamed Ali CHOURI;07/05/1962;TUN;7;;Stockholm (SWE);02/07/1984;1121
13;1114;28:07.28;Peter KOECH;18/02/1958;KEN;4;;Paris (FRA);09/07/1982;1121
14;1115;28:07.30;Aleksandr KHUDYAKOV;08/07/1960;URS;4;;Moskva (URS);17/08/1984;1121
15;1116;28:07.32;Daisuke ISOMATSU;17/12/1973;JPN;7;;Osaka (JPN);08/06/1996;1121
16;1117;28:07.34;Sho NAGATO;13/01/1997;JPN;4f9;;NITTAIDAI Athletic Stadium, Yokohama (JPN);05/12/2020;1121
17;1118;28:07.38;Peter BII;01/01/1973;KEN;15;;Nairobi (KEN);26/06/2010;1120
18;1119;28:07.40;Kipsubai KOSKEI;01/02/1951;KEN;1;;Des Moines, IA (USA);26/04/1980;1120
19;1120;28:07.4;Sammy KIBIWOT BITOK;15/03/1967;KEN;1;;Nairobi (KEN);15/04/1989;1120
20;1120;28:07.40;José DIAS;04/02/1968;POR;3;;Maia (POR);20/07/1994;1120
21;1121;28:07.4;David Kiprotich BETT;18/10/1992;KEN;5;;Nairobi (KEN);11/07/2015;1120
22;1123;28:07.43;John NUTTALL;11/01/1967;GBR;15;;Bruxelles (BEL);25/08/1995;1120
23;1124;28:07.50;Brad BARQUIST;24/02/1968;USA;4;;Walnut, CA (USA);21/04/1996;1120
24;1125;28:07.5;Charles BORE;04/06/1988;KEN;3;;Nairobi (KEN);07/06/2014;1120
25;1126;28:07.55;Alex Kapcheromit CHEROP;02/06/1994;UGA;7;;Leiden (NED);11/06/2016;1120
26;1127;28:07.57;Tim HUTCHINGS;04/12/1958;GBR;2;;Hechtel (BEL);07/07/1990;1120
27;1127;28:07.57;Takashi HORIGUCHI;26/09/1979;JPN;4;;Yokohama (JPN);02/12/2007;1120
28;1129;28:07.59;Mickael THOMAS;23/03/1971;FRA;8;;Lille (FRA);11/07/1998;1120
29;1130;28:07.6;Willy POLLEUNIS;27/12/1947;BEL;1;;Bruxelles (BEL);14/09/1973;1120
30;1131;28:07.65;Stephen SAMOEI;20/06/1982;USA;2;;Palo Alto, CA (USA);30/03/2007;1120
31;1132;28:07.69;Jackson Kavesa MUEMA;03/09/2001;KEN;19f8;;Kamiyugi Park Athletic Stadium, Hachioji (JPN);21/11/2020;1120
32;1133;28:07.70;Petro META;18/12/1973;TAN;1;;Formia (ITA);08/07/1991;1120
33;1133;28:07.70;Conner MANTZ;08/12/1996;USA;4;;Los Angeles, CA (USA);29/08/2020;1120
34;1135;28:07.73;Ronaldo DA COSTA;07/06/1970;BRA;1;;Abbotsford (CAN);02/06/1996;1120
35;1136;28:07.80;Nahom Mesfin TARIKU;03/06/1989;ETH;1;;Shibetsu (JPN);20/06/2010;1120
36;1137;28:07.86;João CAMPOS;22/09/1958;POR;1;;Maia (POR);25/06/1991;1120
37;1138;28:07.88;Noah DRODDY;22/09/1990;USA;6;;Palo Alto, CA (USA);03/05/2018;1120
38;1139;28:07.89;Masahiro FUKUMOTO;08/04/1997;JPN;5f9;;NITTAIDAI Athletic Stadium, Yokohama (JPN);05/12/2020;1120
39;1140;28:07.93;Ryan HALL;14/10/1982;USA;3;;Palo Alto, CA (USA);30/03/2007;1120
40;1141;28:08.00;Nikolay RADOSTEV;15/08/1954;URS;5;;Vilnius (LTU);18/07/1978;1120
41;1142;28:08.0;Samwel MARITIM;10/02/1965;KEN;2;;Nairobi (KEN);15/04/1989;1120
42;1143;28:08.03;Vanderlei Cordeiro DA LIMA;11/08/1969;BRA;8;;Blankers-Koen Stadion, Hengelo (NED);31/05/1997;1119
43;1144;28:08.04;Matt DOWNIN;10/02/1977;USA;15;;Palo Alto, CA (USA);30/04/2004;1119
44;1145;28:08.10;Boniface MULWA;16/04/2000;KEN;6f1;;Athletic Track, Abashiri (JPN);15/07/2020;1119
45;1146;28:08.11;Nils-Bertil KARLSSON;14/10/1945;SWE;7;;Stockholm (SWE);30/06/1975;1119
46;1147;28:08.12;Charles SPEDDING;09/05/1952;GBR;1;;London (GBR);23/07/1983;1119
47;1148;28:08.16;Akira KINIWA;16/08/1976;JPN;1;;Fukuoka (JPN);10/05/1997;1119
48;1149;28:08.19;Blair MARTIN;25/04/1975;NZL;4;;Inglewood (NZL);15/02/2003;1119
49;1150;28:08.20;Ben BLANKENSHIP;15/12/1988;USA;5;;Los Angeles, CA (USA);29/08/2020;1119
50;1151;28:08.23;Takeshi HAMANO;30/07/1974;JPN;8;;Sendai (JPN);07/10/2000;1119
51;1152;28:08.25;Shunya KIKUCHI;26/07/1998;JPN;5f7;;Kamiyugi Park Athletic Stadium, Hachioji (JPN);21/11/2020;1119
52;1153;28:08.27;Mehdi FRERE;27/07/1996;FRA;3f1;;Stade Complexe Sportif Jean-Paul Chasseboeuf, Pacé (FRA);29/08/2020;1119
53;1153;28:08.27;Yuki SUZUKI;01/11/1995;JPN;1f7;;NITTAIDAI Athletic Stadium, Yokohama (JPN);14/11/2020;1119
54;1153;28:08.27;Ayumu KOBAYASHI;15/08/1998;JPN;3f2;;Universiade Commemorative Stadium, Kobe (JPN);24/04/2021;1119
55;1156;28:08.29;Akito TERUI;11/05/1994;JPN;6f9;;NITTAIDAI Athletic Stadium, Yokohama (JPN);05/12/2020;1119
56;1157;28:08.30;Taku FUJIMOTO;11/09/1989;JPN;8f6;;Machida (JPN);24/11/2018;1119
57;1158;28:08.31;Hakan SPIK;18/08/1951;FIN;2;;Oulu (FIN);09/08/1981;1119
58;1159;28:08.39;Greg LAUTENSLAGER;15/10/1957;USA;2;;Paris (FRA);16/07/1987;1119
59;1160;28:08.4;Emmanuel Oliaulo NGATUNY;10/10/1992;KEN;6;;Nairobi (KEN);11/07/2015;1119
60;1161;28:08.44;David LEWIS;15/10/1961;GBR;1;;Derby (GBR);05/06/1988;1119
61;1162;28:08.45;Tadakatsu MUKAE;17/10/1976;JPN;5f1;;Hachioji (JPN);28/11/2000;1119
62;1163;28:08.50;Masaki KIDO;10/12/1970;JPN;6;;Kobe (JPN);21/04/1996;1119
63;1164;28:08.5;John Nzau MWANGANGI;11/01/1990;KEN;6;;Nairobi (KEN);22/06/2013;1119
64;1164;28:08.5;Peter MWOLOLO;01/01/1992;KEN;4;;Nairobi (KEN);07/06/2014;1119
65;1166;28:08.53;Bidelu KIBRET;01/03/1969;ETH;4;;Kobe (JPN);29/04/1991;1119
66;1167;28:08.55;Umberto PUSTERLA;21/10/1967;ITA;8;;Helsinki (FIN);29/06/1994;1119
67;1168;28:08.58;Vedic KIPKOECH;05/03/1996;KEN;8;;Nyayo National Stadium, Nairobi (KEN);22/08/2019;1119
68;1168;28:08.58;Tamaki FUJIMOTO;14/01/2001;JPN;8;;NITTAIDAI Athletic Stadium, Yokohama (JPN);10/04/2021;1119
69;1170;28:08.60;Martin HEHIR;19/12/1992;USA;4f1;;Palo Alto, CA (USA);31/03/2017;1119
70;1171;28:08.61;Yamato YOSHII;14/02/2002;JPN;3f9;;NITTAIDAI Athletic Stadium, Yokohama (JPN);14/11/2020;1119
71;1172;28:08.64;Dennis JENSEN;11/09/1969;DEN;8;;Camaiore (ITA);06/04/2002;1119
72;1173;28:08.67;Longyun REN;12/10/1987;CHN;1;;Wuhan (CHN);01/11/2007;1118
73;1174;28:08.70;Daniel Koech KIPKEMBOI;01/01/1982;KEN;4;;Nairobi (KEN);28/06/2008;1118
74;1175;28:08.7;Fredrick MURANGA;01/01/1996;KEN;5;;Nairobi (KEN);10/06/2017;1118
75;1175;28:08.70;Isai RODRIGUEZ;;USA;1;;Mike A. Myers Stadium, Austin, TX (USA);25/03/2021;1118
76;1177;28:08.83;Kiseki SHIOZAWA;17/12/1998;JPN;5f1;;Nagai Stadium, Osaka (JPN);04/12/2020;1118
77;1178;28:08.87;Alain BORDELEAU;07/10/1956;CAN;6;;Eugene, OR (USA);21/07/1984;1118
78;1179;28:08.92;Simon MPHOLO;17/08/1975;RSA;3;;Port Elizabeth (RSA);16/02/2001;1118
79;1180;28:08.94;Seiya AMANO;16/03/1998;JPN;19f2;;Nagai Stadium, Osaka (JPN);04/12/2020;1118
80;1181;28:08.95;Eric HAMER;23/03/1997;USA;1;;JSerra Catholic HS, San Juan Capistrano, CA (USA);02/04/2021;1118
81;1182;28:08.96;Giuseppe MICCOLI;21/11/1961;ITA;4;;Hechtel (BEL);07/07/1990;1118
82;1183;28:08.97;Peter KOSGEI;03/02/1983;KEN;2;;Palo Alto, CA (USA);25/03/2005;1118
83;1183;28:08.97;Samson KIFLEMARIAM;23/01/1984;ERI;7;;Stadion Juliska, Praha (CZE);27/06/2005;1118
84;1185;28:08.98;Amos KIRUI;09/02/1998;KEN;2;;Gifu (JPN);07/05/2016;1118
85;1186;28:09.06;Yosuke OSAWA;01/09/1967;JPN;5;;Kobe (JPN);03/05/1992;1118
86;1187;28:09.1;Elijah LAGAT;19/06/1966;KEN;3;;Nairobi (KEN);04/07/1998;1118
87;1188;28:09.17;Masayuki KOBAYASHI;04/04/1974;JPN;8;;Tokyo (JPN);10/06/1995;1118
